title,Release_year,cluster_tfidf_first,cluster_tfidf_second,cluster_lda_major_first,cluster_lda_major_second,cluster_lda_major_second_finer
Just Wright,2010,10,19,11,1,2
Kaboom,2010,4,11,1,0,2
The Karate Kid,2010,2,1,10,18,2
Kick-Ass,2010,6,20,13,18,2
The Kids Are All Right,2010,10,17,1,18,37
The Killer Inside Me,2010,16,4,17,18,2
Killers,2010,16,11,6,18,2
Knight and Day,2010,6,20,13,11,6
Knucklehead,2010,17,1,20,18,2
The Last Airbender,2010,19,13,13,0,2
The Last Exorcism,2010,14,4,17,18,33
The Last Song,2010,4,11,1,18,37
Leap Year,2010,0,17,22,11,2
Legend of the Guardians: The Owls of Ga'Hoole,2010,2,13,18,5,16
Legendary,2010,14,15,16,22,42
Legion,2010,6,4,21,18,2
Let Me In,2010,16,17,6,18,2
Letters to God,2010,0,16,6,18,2
Letters to Juliet,2010,21,5,19,15,2
Life as We Know It,2010,10,3,1,18,18
Like Dandelion Dust,2010,14,16,18,18,2
Little Fockers,2010,18,10,20,18,2
The Losers,2010,6,20,2,6,2
Lottery Ticket,2010,0,17,11,5,10
Love & Other Drugs,2010,0,17,13,18,2
MacGruber,2010,2,13,5,5,25
Machete,2010,6,20,20,12,2
Marmaduke,2010,0,17,21,18,33
Marwencol,2010,2,3,19,7,36
Megamind,2010,17,14,21,5,2
Middle Men,2010,13,18,20,5,2
Mirrors 2,2010,6,4,21,18,2
Morning Glory,2010,10,17,6,5,18
Mother and Child,2010,15,9,20,4,5
My Soul to Take,2010,6,20,16,18,2
Nanny McPhee Returns,2010,4,11,6,6,2
Never Let Me Go,2010,21,0,8,18,12
The Next Three Days,2010,20,2,19,18,2
Night Catches Us,2010,20,2,9,11,29
A Nightmare on Elm Street,2010,3,14,20,18,7
The Other Guys,2010,20,2,14,18,2
Our Family Wedding,2010,1,15,4,18,2
Paper Man,2010,10,0,8,11,22
Paranormal Activity 2,2010,18,10,6,18,37
Passion Play,2010,16,4,6,18,2
Percy Jackson & the Olympians: The Lightning Thief,2010,19,13,11,18,32
The Perfect Game,2010,7,21,17,11,38
Piranha 3-D,2010,6,4,19,18,16
Please Give,2010,12,22,7,22,16
Preacher's Kid,2010,8,8,13,18,2
Predators,2010,6,7,11,20,2
Prince of Persia: The Sands of Time,2010,6,13,4,8,35
 Rabbit Hole,2010,14,16,6,18,37
Ramona and Beezus,2010,1,15,6,4,2
The Rebound,2010,10,0,21,18,13
Red,2010,6,4,16,5,2
Remember Me,2010,4,11,6,6,2
Repo Men,2010,19,13,2,18,2
Resident Evil: Afterlife,2010,2,4,1,18,2
Robin Hood,2010,2,4,13,18,2
The Romantics,2010,9,3,21,13,9
The Runaways,2010,8,3,16,18,2
Saint John of Las Vegas,2010,10,3,5,4,44
Salt,2010,6,20,11,14,22
Saw VII,2010,6,4,16,22,17
Scott Pilgrim vs. the World,2010,2,4,17,8,2
Secretariat,2010,4,11,20,18,2
Sex and the City 2,2010,0,17,6,5,2
She's Out of My League,2010,10,0,13,18,17
Shrek Forever After,2010,21,5,4,5,2
Shutter Island,2010,19,13,6,7,18
Skyline,2010,2,13,6,18,2
Small Town Saturday Night,2010,21,3,0,22,1
The Social Network,2010,10,17,7,18,2
Solitary Man,2010,10,17,6,18,2
The Sorcerer's Apprentice,2010,6,20,20,5,2
Splice,2010,6,13,8,18,12
The Spy Next Door,2010,18,10,15,5,44
Step Up 3D,2010,18,10,6,18,2
Stone,2010,0,17,6,18,2
The Switch,2010,10,17,7,18,29
Takers,2010,13,18,5,5,21
Tangled,2010,19,13,16,4,2
Tooth Fairy,2010,22,3,8,18,24
The Town,2010,16,2,2,18,2
The Tourist,2010,20,2,21,18,29
Toy Story 3,2010,18,10,20,18,29
Tron: Legacy,2010,14,13,13,7,22
True Grit,2010,16,18,16,18,2
Twelve,2010,16,4,6,12,2
Unstoppable,2010,22,19,22,5,2
Valentine's Day,2010,21,3,10,18,2
Vampires Suck,2010,2,13,16,18,2
Wall Street: Money Never Sleeps,2010,13,18,10,18,2
Welcome to the Rileys,2010,0,17,1,18,2
What If...,2010,7,21,19,4,25
What's Wrong with Virginia,2010,14,0,22,18,6
When in Rome,2010,21,5,20,20,18
Why Did I Get Married Too?,2010,0,3,1,18,2
Winter's Bone,2010,4,11,6,13,2
The Wolfman,2010,4,11,11,18,2
Wonderful World,2010,21,5,22,0,1
 Yogi Bear,2010,19,13,1,5,2
You Again,2010,1,15,17,18,2
You Will Meet a Tall Dark Stranger,2010,10,0,10,4,36
Youth in Revolt,2010,22,19,6,19,2
